human,regen1,regen2
"Wilayah DKI Jakarta sepanjang Senin (7/5/2018) ini diprakirakan berawan. Suhu antara 24-34 derajat celsius. Berdasarkan data situs Badan Meteorologi, Klimatologi, dan Geofisika (BMKG), seluruh wilayah DKI Jakarta pada Senin (7/5/2018) pagi ini cerah berawan. Sementara, pada siang harinya, sebagian besar wilayah DKI Jakarta berawan. Hanya Jakarta Utara dan Kepulauan Seribu yang cerah berawan. Pada malam hari nanti, cuaca Jakarta juga diprakirakan berawan. Khusus Jakarta Selatan diprakirakan cerah berawan. Suhu antara 24-34 derajat celsius.","Wilayah DKI Jakarta pada Senin (7/5/2018) diprakirakan berawan dengan suhu antara 24-34 derajat celsius. Berdasarkan data BMKG, pagi ini seluruh wilayah Jakarta cerah berawan, siangnya sebagian besar berawan, kecuali Jakarta Utara dan Kepulauan Seribu yang cerah berawan. Malam nanti, cuaca Jakarta juga berawan, kecuali Jakarta Selatan yang cerah berawan.","DKI Jakarta pada Senin (7/5/2018) diprakirakan berawan dengan suhu 24-34 derajat celsius. Berdasarkan data BMKG, pagi ini seluruh wilayah Jakarta cerah, siangnya sebagian besar berawan, kecuali Jakarta Utara dan Kepulauan Seribu yang cerah. Malam nanti, cuaca Jakarta juga berawan, kecuali Jakarta Selatan yang cerah."
"Kepolisian Malaysia menggeledah lima lokasi terkait mantan Perdana Menteri (PM) Najib Razak. Sejumlah barang pribadi seperti tas wanita, pakaian dan berbagai hadiah disita dalam penggerebekan itu. Kepala Departemen Kejahatan Komersial pada Kepolisian Malaysia, Amar Singh, mengatakan kepada","Kepolisian Malaysia melakukan penggeledahan di lima lokasi terkait mantan Perdana Menteri (PM) Najib Razak. Barang-barang pribadi seperti tas wanita, pakaian, dan hadiah-hadiah berbagai jenis disita dalam penggerebekan tersebut. Kepala Departemen Kejahatan Komersial Kepolisian Malaysia, Amar Singh, menyatakan kepada.","Kepolisian Malaysia melakukan penggeledahan di lima lokasi terkait mantan Perdana Menteri Najib Razak, dimana barang-barang pribadi seperti tas wanita, pakaian, dan hadiah-hadiah berbagai jenis disita dalam penggerebekan tersebut, menurut Kepala Departemen Kejahatan Komersial Kepolisian Malaysia, Amar Singh."
"Nilai tukar rupiah terhadap dolar Amerika Serikat (AS) pagi ini kembali melemah. Dolar AS pagi ini berada di 14,025, melemah dibanding posisi Senin (14/5) kemarin yang berada di bawah Rp 14.000, yakni Rp 13.975. Demikian dikutip dari data","Nilai tukar rupiah terhadap dolar Amerika Serikat (AS) pagi ini kembali melemah. Dolar AS hari ini berada di 14,025, melemah dari posisi Senin (14/5) kemarin yang berada di bawah Rp 14.000, yakni Rp 13.975. Demikian disitat dari data.","Nilai tukar rupiah terhadap dolar Amerika Serikat (AS) pagi ini kembali melemah. Dolar AS hari ini berada di 14,025, turun dari posisi Senin (14/5) kemarin yang di bawah Rp 14.000, yakni Rp 13.975. Demikian disitat dari data."
"Pelatih Timnas Spanyol, Julen Lopetegui, mengimbau para pemainnya agar segera beradaptasi dengan teknologi Video asisten wasit (VAR) yang akan digunakan di Piala Dunia 2018. Menurutnya, penggunaan teknologi VAR dalam pertandingan dapat berpengaruh kepada kondisi psikologis pemain. ""Kami harus bersiap untuk itu (VAR), karena akan terjadi masa dimana kami merasa belum terbiasa. Kami harus bersiap untuk bisa berhenti di tengah-tengah laga, kemudian memulainya lagi,"" ujar Lopetegui seperti dilansir","Pelatih Timnas Spanyol, Julen Lopetegui, mendorong para pemainnya untuk segera beradaptasi dengan teknologi VAR yang akan digunakan di Piala Dunia 2018. Menurutnya, penggunaan VAR dalam pertandingan dapat memengaruhi kondisi psikologis pemain. ""Kami harus siap, karena akan ada saat di mana kami merasa belum terbiasa. Kami harus siap untuk berhenti di tengah laga, lalu melanjutkannya,"" ujar Lopetegui seperti dilaporkan.","Julen Lopetegui, pelatih Timnas Spanyol, mendorong para pemainnya untuk cepat beradaptasi dengan teknologi VAR yang akan digunakan di Piala Dunia 2018. Menurutnya, penggunaan VAR dalam pertandingan bisa mempengaruhi kondisi psikologis pemain. ""Kami harus siap, karena akan ada saat di mana kami merasa belum terbiasa. Kami harus siap untuk berhenti di tengah laga, lalu melanjutkannya,"" ujar Lopetegui seperti dilaporkan."
"Sedikitnya 16 wanita diadili dan divonis penjara oleh pengadilan Iran, karena bergabung dengan kelompok radikal Islamic State of Iraq and Syria (ISIS). Wanita-wanita ini diadili usai ditangkap saat pulang dari Suriah. Seperti dilansir","16 wanita diadili dan dijatuhi hukuman penjara oleh pengadilan Iran karena terlibat dengan kelompok radikal Islamic State of Iraq and Syria (ISIS), setelah mereka ditangkap pulang dari Suriah. Seperti dilaporkan.",16 wanita dihakimi dan dipenjara oleh pengadilan Iran karena terlibat dengan kelompok radikal Islamic State of Iraq and Syria (ISIS) setelah mereka ditangkap pulang dari Suriah. Seperti dilaporkan.
"Satu lagi negara yang mengikuti langkah Amerika Serikat (AS) memindahkan Kedutaan Besar (Kedubes) di Israel, dari Tel Aviv ke Yerusalem. Paraguay mengonfirmasi rencana memindahkan Kedubes mereka ke Yerusalem pada akhir Mei ini. Seperti dilansir","Paraguay juga akan memindahkan Kedubes mereka ke Yerusalem pada akhir Mei ini, mengikuti langkah AS dalam memindahkan Kedubes dari Tel Aviv.",Paraguay akan mengikuti langkah AS dengan memindahkan Kedubes mereka ke Yerusalem pada akhir Mei ini.
"Kabid Humas Polda JatimKombes Pols Frans Barung menyebut ledakan di Gereja Santa Maria Tak Bercela di Surabaya, Jawa Timur, bom bunuh diri. ""Kami lihat kejadian ini terjadi upaya bunuh diri,"" kata Frans kepada wartawan di Surabaya, Minggu (13/5/2018). Menurut Frans, bom meledak di halaman gereja. Ada dua orang dinyatakan meninggal, termasuk pelaku. Sementara yang terluka ada 13 orang, yakni 2 polisi dan 11 masyarakat yang merupakan umat gereja. Bom disebut meledak sekitar pukul 07.15 WIB.","Kombes Pols Frans Barung, Kabid Humas Polda Jatim, menyebut ledakan di Gereja Santa Maria Tak Bercela di Surabaya sebagai bom bunuh diri. ""Kejadian ini terjadi upaya bunuh diri,"" ujar Frans kepada wartawan di Surabaya, Minggu (13/5/2018). Bom meledak di halaman gereja, menewaskan dua orang termasuk pelaku, dan melukai 13 orang, termasuk 2 polisi dan 11 umat gereja, sekitar pukul 07.15 WIB.","Kombes Pols Frans Barung, Kabid Humas Polda Jatim, menyebut ledakan di Gereja Santa Maria Tak Bercela di Surabaya sebagai bom bunuh diri. ""Kejadian ini merupakan upaya bunuh diri,"" ujar Frans kepada wartawan di Surabaya, Minggu (13/5/2018). Bom meledak di halaman gereja, menewaskan dua orang termasuk pelaku, dan melukai 13 orang, termasuk 2 polisi dan 11 umat gereja, sekitar pukul 07.15 WIB."
"Menjelang pernikahan kerajaan di Kastil Windsor, sebuah pub yang tak jauh dari lokasi tempat Pangeran Harry dan Meghan Markle akan menikah ikut memeriahkan suasana dengan mengganti namanya jadi pub ""The Prince Harry"". Puasa Ramadan 2018: Mengapa Sayur Harus Ada Saat Sahur dan Buka? Agar Sehat, Ini Kebutuhan Nutrisi Anda pada Jenjang Usia 20 - 30an Detail patung lilin tunangan Pangeran Harry, Meghan Markle yang dipajang di Madame Tussauds, London, 9 Mei 2018.","Menjelang pernikahan kerajaan di Kastil Windsor, sebuah pub di sekitar tempat Pangeran Harry dan Meghan Markle akan menikah turut memeriahkan suasana dengan mengubah namanya menjadi ""The Prince Harry"". Detail patung lilin tunangan Pangeran Harry, Meghan Markle yang dipajang di Madame Tussauds, London, 9 Mei 2018. Puasa Ramadan 2018: Mengapa Sayur Harus Ada Saat Sahur dan Buka? Agar Sehat, Ini Kebutuhan Nutrisi Anda pada Jenjang Usia 20 - 30an.","Menjelang pernikahan kerajaan di Kastil Windsor, sebuah pub di sekitar tempat Pangeran Harry dan Meghan Markle akan menikah mengubah namanya menjadi ""The Prince Harry"". Patung lilin tunangan Pangeran Harry, Meghan Markle dipajang di Madame Tussauds, London, 9 Mei 2018. Puasa Ramadan 2018: Pentingnya Kehadiran Sayur saat Sahur dan Buka untuk Kesehatan Anda di Usia 20 - 30an."
Puluhan ribu warga Armenia turun ke jalanan dalam aksi unjuk rasa yang melumpuhkan ibu kota Yerevan. Unjuk rasa ini pecah setelah parlemen menghalangi pemimpin oposisi Nikol Pashinyan untuk mencalonkan diri menjadi Perdana Menteri (PM) Armenia. Seperti dilansir,"Puluhan ribu warga Armenia turun ke jalanan dalam aksi unjuk rasa yang melumpuhkan ibu kota Yerevan, setelah parlemen menghalangi pemimpin oposisi Nikol Pashinyan untuk mencalonkan diri sebagai Perdana Menteri (PM) Armenia. Seperti dilansir.","Puluhan ribu warga Armenia turun ke jalanan dalam aksi unjuk rasa yang melumpuhkan ibu kota Yerevan, setelah parlemen menghalangi pemimpin oposisi Nikol Pashinyan untuk mencalonkan diri sebagai Perdana Menteri (PM) Armenia. Seperti dilaporkan."
Nilai tukar dolar Amerika Serikat (AS) terhadap rupiah tinggalkan level Rp 14.000. Dolar lengser dan parkir di Rp 13.949 pada sore hari ini. Mengutip data,"Dolar AS turun ke Rp 13.949 dari level Rp 14.000 pada sore ini, menurut data nilai tukar.","Dolar AS melemah ke Rp 13.949 dari level Rp 14.000 pada sore ini, berdasarkan data nilai tukar."
"Uni Eropa (UE) mengecam pernyataan Presiden Palestina, Mahmoud Abbas tentang Holocaust. UE menyebut, pernyataan Abbas tersebut sebagai sesuatu yang tidak dapat diterima. ""Pidato Presiden Palestina Mahmoud Abbas yang disampaikan pada 30 April berisi pernyataan yang tidak dapat diterima tentang asal-usul Holocaust dan legitimasi Israel,"" kata kantor urusan luar negeri UE dalam sebuah pernyataan. ""Retorika seperti itu hanya akan dipakai oleh mereka yang tidak menginginkan solusi dua negara, yang telah berulang kali disokong Presiden Abbas,"" sambungnya, seperti dilansir","Uni Eropa (UE) mengutuk pernyataan Presiden Palestina, Mahmoud Abbas, terkait Holocaust yang dianggap tidak dapat diterima. Menurut kantor urusan luar negeri UE, pidato Abbas pada 30 April mengandung pernyataan yang kontroversial tentang sejarah Holocaust dan legitimasi Israel, yang hanya akan digunakan oleh pihak yang tidak mendukung solusi dua negara yang telah didukung oleh Presiden Abbas.","Uni Eropa (UE) mengutuk pernyataan Presiden Palestina, Mahmoud Abbas, terkait Holocaust yang dianggap tidak dapat diterima, karena pidato Abbas pada 30 April dianggap mengandung pernyataan kontroversial tentang sejarah Holocaust dan legitimasi Israel, yang hanya akan dimanfaatkan oleh pihak yang tidak mendukung solusi dua negara yang telah didukung oleh Presiden Abbas."
"Beredar kabar Kartika Putri telah menikah siri dengan seorang pria bernama Habib Usman bin Yahya. Dalam acara Rumpi Trans Tv, ia buka-bukaan perihal gosip yang beredar. iframe embed telah tercopy",Kabar beredar bahwa Kartika Putri telah menikah siri dengan Habib Usman bin Yahya diungkapkannya dalam acara Rumpi Trans Tv.,Kabar beredar bahwa Kartika Putri menikah siri dengan Habib Usman bin Yahya diungkapkannya dalam acara Rumpi Trans Tv.
"Kebakaran melanda rumah makan di Kebon Jeruk, Jakarta Barat. Sebanyak 16 unit mobil pemadam kebakaran dikerahkan untuk memadamkan api. Kebakaran dilaporkan terjadi di Jl Masjid Al-Ittihad, Kebon Jeruk, Jakarta Barat, pada pukul 21.31 WIB. Petugas sudah berada di lokasi untuk melakukan penanganan. ""Benar, lagi ada penanganan, ini masih pemadaman,"" kata petugas piket Sudin Damkar Jakarta Barat, Ari, saat dihubungi detikcom, Senin (14/5/2018). Proses pemadaman masih terus dilakukan oleh petugas pemadam kebakaran. Belum diketahui korban akibat peristiwa itu. ""Korban belum tahu,"" sebut Ari.","Di Kebon Jeruk, Jakarta Barat, rumah makan terkena kebakaran. 16 mobil pemadam kebakaran dikerahkan untuk memadamkan api di Jl Masjid Al-Ittihad pada pukul 21.31 WIB. Petugas sudah berada di lokasi untuk menangani kejadian. ""Saat ini masih dalam proses pemadaman,"" kata petugas piket Sudin Damkar Jakarta Barat, Ari. Proses pemadaman masih berlangsung. Belum ada informasi mengenai korban. ""Korban belum diketahui,"" tambah Ari.","Di Kebon Jeruk, Jakarta Barat, sebuah rumah makan mengalami kebakaran. Sebanyak 16 mobil pemadam kebakaran dikerahkan untuk memadamkan api di Jl Masjid Al-Ittihad pada pukul 21.31 WIB. Petugas telah tiba di lokasi untuk menangani kejadian. ""Saat ini proses pemadaman masih berlangsung,"" ujar petugas piket Sudin Damkar Jakarta Barat, Ari, tanpa ada informasi mengenai korban."
"Raditya Dika akan menikah dengan kurun waktu yang berdekatan dengan bulan puasa. Di awal puasanya nanti, Raditya ingin dimasakkan oleh calon istrinya. iframe embed telah tercopy","Raditya Dika berencana menikah di sekitar bulan puasa. Saat awal puasa, dia ingin dimasak oleh calon istrinya. iframe embed telah tercopy.","Raditya Dika berencana menikah di sekitar bulan puasa. Saat awal puasa, dia ingin dimasak oleh calon istrinya. iframe embed telah tercopy. Raditya Dika berencana menikah saat bulan puasa. Dia ingin calon istrinya yang memasak saat awal puasa. iframe embed telah tercopy."
"Rencana pelantikan Mahathir Mohamad sebagai Perdana Menteri Malaysia ke-7 ditunda. Pihak Kesultanan Malaysia menyebut tidak ada pelantikan untuk Kamis (10/5) ini. Seperti dilansir media lokal Malaysia,","Pelantikan Mahathir Mohamad sebagai Perdana Menteri Malaysia ke-7 ditunda oleh Kesultanan Malaysia, yang menyatakan bahwa tidak ada pelantikan pada Kamis (10/5) ini. Seperti dilaporkan oleh media lokal Malaysia.","Pelantikan Mahathir Mohamad sebagai Perdana Menteri Malaysia ke-7 ditunda oleh Kesultanan Malaysia karena tidak ada pelantikan pada Kamis (10/5) ini, seperti yang dilaporkan oleh media lokal Malaysia."
"Proyek Kereta Cepat Jakarta-Bandung merupakan hasil kerja sama antara pemerintah Indonesia dan China. Pembangunannya melibatkan pekerja dari Indonesia, tapi teknologinya dari China. iframe embed telah tercopy","Proyek Kereta Cepat Jakarta-Bandung adalah hasil kerja sama antara pemerintah Indonesia dan China, dengan pembangunan yang melibatkan pekerja dari Indonesia dan teknologi dari China. iframe embed telah tercopy.","Proyek Kereta Cepat Jakarta-Bandung merupakan kolaborasi antara pemerintah Indonesia dan China, di mana pembangunannya melibatkan pekerja dari Indonesia serta teknologi dari China. iframe embed telah tercopy."
Tak hanya mayarakat yang bersuka cita. Murid-murid di tempat Meghan Markle sekolah dulu juga menyambut berita pernikahan tersebut dengan bahagia. Mereka bahkan melakukan perayaan lho. iframe embed telah tercopy,Bukan hanya masyarakat yang bersuka cita. Para murid di sekolah Meghan Markle juga merayakan berita pernikahan itu dengan gembira. Mereka bahkan mengadakan perayaan. iframe embed telah tercopy.,"Para murid di sekolah Meghan Markle turut merayakan berita pernikahan dengan gembira, bahkan mengadakan perayaan. iframe embed telah tercopy."
"Cambridge Analytica dikaitkan dengan kasus kebocoran data pengguna Facebook. Setelah kasus itu terungkap, perusahaan konsultan politik dan pemasaran itu dikabarkan tutup. Dikutip dari","Setelah terkait dengan kasus kebocoran data pengguna Facebook, Cambridge Analytica dikabarkan tutup. Dikutip dari.","Setelah terkait dengan kasus kebocoran data pengguna Facebook, Cambridge Analytica dilaporkan tutup."
"Israel mengumumkan Paraguay menjadi negara terbaru yang bakal memindahkan kedutaan besarnya ke Yerusalem Juru bicara Kementerian Luar Negeri, Emmanuel Nahshon berkata, Paraguay menjadi negara ketiga setelah Amerika Serikat ( ) dan Guatemala. Dalam kicauannya di Twitter, Nahshon berujar Presiden Paraguay Horacio Cartes akan hadir membuka kedubes tersebut. ""Ini merupakan kabar bahagia. Pengakuan Yerusalem sebagai ibu kota Israel mulai mendapat momentum,"" kata Nahshon dilansir","Israel mengumumkan Paraguay sebagai negara terbaru yang akan memindahkan kedutaan besarnya ke Yerusalem. Juru bicara Kementerian Luar Negeri, Emmanuel Nahshon menyatakan bahwa Paraguay adalah negara ketiga yang melakukan langkah tersebut setelah Amerika Serikat dan Guatemala. Nahshon juga mengungkapkan bahwa Presiden Paraguay, Horacio Cartes, akan hadir untuk meresmikan kedubes tersebut. ""Ini merupakan kabar bahagia. Pengakuan Yerusalem sebagai ibu kota Israel semakin mendapat dukungan,"" ujar Nahshon.","Israel mengumumkan Paraguay sebagai negara ketiga yang akan memindahkan kedutaan besarnya ke Yerusalem setelah Amerika Serikat dan Guatemala. Juru bicara Kementerian Luar Negeri, Emmanuel Nahshon, menyatakan bahwa Presiden Paraguay, Horacio Cartes, akan hadir untuk meresmikan kedubes tersebut, yang merupakan kabar bahagia karena pengakuan Yerusalem sebagai ibu kota Israel semakin mendapat dukungan."
"Korban kebakaran di belakang hotel Papandayan Bandung bertambah. Namun petugas masih mencari keberadaan korban yang diketahui berusia enam tahun. ""Iya ada satu lagi korban yang masih dalam pencarian,"" ujar Kapolsek Lengkong Kompol Ari Purwantono saat dikonfirmasi detikcom via pesan singkat, Kamis (3/5/2018). Peristiwa kebakaran terjadi di Jalan Karees Kulon, Kelurahan Malabar, Kecamatan Lengkong, tepatnya di belakang hotel Papandayan, Kota Bandung. ""Korban atas nama Surya, usianya enam tahun,"" kata Ari.","Korban kebakaran di belakang hotel Papandayan Bandung bertambah. Namun petugas masih mencari korban lain yang berusia enam tahun. ""Iya ada satu lagi korban yang masih dalam pencarian,"" ujar Kapolsek Lengkong Kompol Ari Purwantono saat dikonfirmasi detikcom via pesan singkat, Kamis (3/5/2018). Peristiwa kebakaran terjadi di Jalan Karees Kulon, Kelurahan Malabar, Kecamatan Lengkong, tepatnya di belakang hotel Papandayan, Kota Bandung. ""Korban bernama Surya, usianya enam tahun,"" kata Ari.","Korban kebakaran di belakang hotel Papandayan Bandung bertambah, namun petugas masih mencari korban lain yang berusia enam tahun. ""Iya ada satu lagi korban yang masih dalam pencarian,"" ujar Kapolsek Lengkong Kompol Ari Purwantono saat dikonfirmasi detikcom via pesan singkat, Kamis (3/5/2018). Peristiwa kebakaran terjadi di Jalan Karees Kulon, Kelurahan Malabar, Kecamatan Lengkong, tepatnya di belakang hotel Papandayan, Kota Bandung. ""Korban bernama Surya, usianya enam tahun,"" kata Ari."
"Permukiman ilegal Israel di Efrat menjadi yang pertama menggunakan teknologi drone untuk mengawasi warga sipil Palestina di sekitar permukiman. Dikutip dari Middle East Monitor, 8 Mei 2018, drone seharga US$ 37 ribu atau sekitar Rp 520 juta ini didanai lembaga Yahudi internasional. Selain itu, dan untuk pertama kalinya, warga Israel menggunakan teknologi drone untuk mengawasi warga Palestina. Drone ini mampu memantau warga Palestina bahkan saat malam dengan teknologi kamera termal. Pemandangan permukiman Israel, Efrat, di Tepi Barat pada 7 Februari 2017. [","Permukiman ilegal Israel di Efrat menjadi yang pertama yang menggunakan teknologi drone untuk mengawasi warga sipil Palestina di sekitar. Dikutip dari Middle East Monitor, 8 Mei 2018, drone senilai US$ 37 ribu atau sekitar Rp 520 juta ini didanai oleh lembaga Yahudi internasional. Selain itu, untuk pertama kalinya, warga Israel menggunakan teknologi drone untuk mengawasi warga Palestina. Drone ini mampu memantau warga Palestina bahkan pada malam hari dengan kamera termal. Pemandangan permukiman Israel, Efrat, di Tepi Barat pada 7 Februari 2017.","Permukiman ilegal Israel di Efrat menjadi yang pertama menggunakan teknologi drone untuk mengawasi warga sipil Palestina di sekitar. Dikutip dari Middle East Monitor, 8 Mei 2018, drone senilai US$ 37 ribu atau sekitar Rp 520 juta ini didanai oleh lembaga Yahudi internasional. Selain itu, untuk pertama kalinya, warga Israel menggunakan teknologi drone untuk mengawasi warga Palestina. Drone ini mampu memantau warga Palestina bahkan pada malam hari dengan kamera termal. Pemandangan permukiman Israel, Efrat, di Tepi Barat pada 7 Februari 2017."
